sale_id,date,product_id,region_id,quantity,unit_price_toman,discount_percent,total_price_toman
S027421,2025-12-09,P008,R001,54,70181,3,3676081
S027422,2026-03-14,P009,R006,43,62529,2,2634972
S027423,2026-03-02,P003,R008,27,60521,0,1634067
S027424,2025-11-06,P009,R001,65,62828,2,4002144
S027425,2025-09-30,P005,R011,249,47496,8,10880384
S027426,2026-05-19,P010,R002,79,77385,3,5930013
S027427,2025-10-13,P003,R004,75,56463,3,4107683
S027428,2025-09-13,P016,R012,16,129985,0,2079760
S027429,2025-09-04,P006,R006,35,83301,3,2828069
S027430,2026-01-30,P017,R001,29,69953,5,1927205
S027431,2026-02-01,P014,R014,296,68975,8,18783272
S027432,2026-05-17,P009,R003,29,62976,3,1771515
S027433,2026-06-20,P006,R010,17,84001,5,1356616
S027434,2026-02-12,P015,R001,39,225582,3,8533767
S027435,2026-05-02,P020,R008,47,63520,0,2985440
S027436,2026-04-02,P017,R001,28,73084,2,2005425
S027437,2025-09-22,P007,R007,159,56478,10,8082002
S027438,2026-04-11,P018,R001,99,57623,5,"5,419,443"
S027439,2026-07-19,P017,R001,26,71139,5,1757133
S027440,2026-05-24,P007,R001,50,57290,3,2778565
S027441,2025-12-21,P012,R002,339,79883,15,23018286
S027442,2025-08-31,P020,R004,100,61669,5,5858555
S027443,2026-06-18,P015,R001,77,216197,2,16314226
S027444,2026-03-29,P006,R001,91,83252,2,7424413
S027445,2025-11-26,P007,R008,17,62492,2,1041117
S027446,2026-07-28,P013,R010,16,50861,2,797500
S027447,2025-12-13,P002,R001,12,109762,3,1277630
S027448,2026-07-24,P010,R002,212,76974,8,15013009
S027449,2026-03-07,P017,R011,84,77583,7,6060784
S027450,2026-06-17,P011,R001,16,131356,5,1996611
S027451,2025-12-25,P017,R007,83,74020,3,5959350
S027452,2025-11-29,P019,R014,102,99685,5,9659476
S027453,2025-10-19,P005,R003,94,47722,5,4261575
S027454,2025-09-07,P020,R001,22,63513,3,1355367
S027455,2026-07-21,P018,R005,253,62969,10,14338041
S027456,2026-02-28,P013,R003,325,53240,8,15918760
S027457,2026-02-22,P005,R004,25,49486,3,1200036
S027458,2026-01-14,P005,R004,13,49892,7,603194
S027459,2026-04-29,P010,R001,109,79331,5,8214725
S027460,2025-11-23,P013,R001,37,55459,3,1990424
S027461,2025-10-04,P020,R004,49,66007,7,3007939
S027462,2026-04-19,P018,R015,89,62820,5,5311431
S027463,2025-12-15,P005,R001,98,46674,3,4436830
S027464,2026-05-29,P009,R009,50,61490,2,3013010
S027465,2026-08-05,P016,R004,42,128337,3,5228449
S027466,2025-10-22,P003,R010,21,59317,0,1245657
S027467,2026-02-05,P019,R008,37,94472,0,3495464
S027468,2026-05-10,P007,R006,3,60161,3,175069
S027469,2026-08-03,P019,R008,5,102405,0,512025
S027470,2025-12-22,P006,R015,73,90188,10,5925352
S027471,2026-04-10,P010,R010,41,78370,0,3213170
S027472,2026-02-06,P017,R009,66,72305,7,4438081
S027473,2026-03-01,P019,R006,34,101404,5,3275349
S027474,2026-01-14,P017,R015,147,70720,5,9876048
S027475,2026-03-28,P005,R007,174,49974,8,7999838
S027476,2026-05-13,P010,R015,90,79238,5,6774849
S027477,2025-12-03,P007,R012,11,57886,5,604909
S027478,2026-02-13,P008,R014,36,,7,2503969
S027479,2026-08-13,P008,R006,29,71226,2,2024243
S027480,2026-04-11,P003,R001,96,56954,3,5303556
S027481,2026-06-12,P005,R001,88,51731,3,4415758
S027482,2025-09-24,P008,R003,136,76665,5,9905118
S027483,2026-06-27,P006,R005,59,89296,7,4899672
S027484,2026-06-30,P004,R004,72,153496,2,10830678
S027485,2025-10-09,P016,R011,95,121580,5,10972595
S027486,2026-08-15,P005,R006,5,48048,5,228228
S027487,2026-07-21,P018,R002,216,62543,10,12158359
S027488,2025-11-05,P017,R001,97,75235,7,6786949
S027489,2026-04-26,P005,R013,324,47831,8,14257464
S027490,2026-04-02,P001,R001,43,193535,7,7739465
S027491,2026-02-09,P018,R006,22,60329,0,1327238
S027492,2025-12-25,P020,R010,8,62916,0,503328
S027493,2025-09-02,P007,R003,101,59001,8,5482373
S027494,2026-04-26,P006,R001,94,91139,2,8395725
S027495,2026-02-23,P006,R013,130,88342,7,10680548
S027496,2026-01-29,P009,R009,32,59680,7,1776077
S027497,2026-06-09,P007,R005,36,60836,7,2036789
S027498,2025-11-05,P003,R009,63,61415,7,3598305
S027499,2025-12-11,P016,R004,91,123691,5,10693087
S027500,2025-11-22,P017,R013,156,74439,5,11031860
S027501,2025-11-16,P014,R003,220,66447,15,12425589
S027502,2025-09-26,P009,R003,297,64115,10,17137940
S027503,2025-11-13,P012,R002,202,86480,8,16071443
S027504,2026-02-16,P011,R006,27,134381,2,3555721
S027505,2026-02-18,P020,R011,57,62156,7,3294890
S027506,2026-07-02,P005,R011,188,47697,10,8070332
S027507,2026-02-19,P001,R007,181,185682,10,30247598
S027508,2025-10-04,P014,R004,105,64336,2,6620174
S027509,2026-05-05,P019,R007,187,101324,5,18000209
S027510,2026-03-21,P003,R005,73,61570,7,4179987
S027511,2026-02-26,P007,R007,38,57521,7,2032792
S027512,2025-09-06,P019,R014,227,99765,15,19249657
S027513,2026-06-11,P016,R001,32,124967,2,3918965
S027514,2025-11-06,P009,R004,106,64922,3,6675280
S027515,2025-11-26,P008,R001,54,70009,3,3667071
S027516,2025-12-26,P013,R003,117,52613,7,5724821
S027517,2026-07-06,P012,R007,215,80915,10,15657052
S027518,2026-08-15,P003,R001,65,58110,2,3701607
S027519,2026-02-05,P013,R004,89,53442,5,4518521
S027520,2025-09-22,P020,R001,18,60417,3,1054881
S027521,2026-03-03,P015,R003,238,214456,15,43384449
S027522,2026-01-09,P016,R007,264,128042,15,28732625
S027523,2025-10-16,P007,R011,34,57345,3,1891238
S027524,2026-03-16,P003,R005,201,60068,12,10624828
S027525,2025-10-16,P007,R001,118,62202,5,6972844
S027526,2026-07-21,P011,R005,155,140115,10,19546042
S027527,2026-05-02,P003,R004,68,56758,2,3782353
S027528,2026-08-05,P006,R010,23,82889,0,1906447
S027529,2025-10-25,P007,R004,78,61664,2,4713596
S027530,2025-08-30,P008,R006,20,72456,0,1449120
S027531,2025-12-17,P020,R008,37,61075,5,2146786
S027532,2025-11-03,P008,R008,38,72578,5,2620066
S027533,2026-08-07,P019,R002,140,102363,7,13327663
S027534,2026-05-11,P013,R009,88,55388,5,4630437
S027535,2026-04-16,P008,R003,194,72420,10,12644532
S027536,2026-03-31,P012,R006,7,79957,0,559699
S027537,2025-10-13,P008,R005,105,76576,10,7236432
S027538,2026-07-05,P014,R003,172,69049,7,11045078
S027539,2025-09-16,P003,R003,43,59041,3,2462600
S027540,2026-08-14,P015,R001,20,211620,2,4147752
S027541,2025-09-12,P005,R002,249,48561,15,10277936
S027542,2026-02-25,P003,R007,186,59029,8,10101042
S027543,2025-10-31,P004,R008,9,147285,3,1285798
S027544,2026-07-24,P016,R001,30,126110,7,3518469
S027545,2025-11-19,P013,R001,88,54745,3,4673033
S027546,2026-08-20,P013,R004,30,52532,2,1544441
S027547,2025-11-14,P010,R001,81,82561,5,6353069
S027548,2026-01-13,P012,R007,121,87565,8,9747736
S027549,2026-01-20,P008,R010,5,69936,2,342686
S027550,2026-08-01,P001,R005,125,181516,5,21555025
S027551,2025-09-03,P018,R001,91,63309,7,5357841
S027552,2026-03-13,P003,R005,236,61987,12,12873460
S027553,2026-02-14,P013,R005,282,55035,10,13967883
S027554,2026-03-11,P007,R004,101,59949,5,5752107
S027555,2025-10-12,P009,R005,154,64137,8,9086930
S027556,2025-10-05,P007,R003,133,58428,7,7226959
S027557,2025-09-28,P016,R013,188,122506,7,21418949
S027558,2025-10-13,P015,R007,228,215666,10,44254663
S027559,2025-12-13,P011,R002,82,145387,7,11087213
S027560,2026-07-26,P011,R005,150,137691,8,19001358
S027561,2026-05-17,P007,R004,50,59968,7,2788512
S027562,2025-12-08,P009,R006,16,65779,0,1052464
S027563,2025-11-10,P017,R007,202,72893,8,13546435
S027564,2025-09-24,P009,R005,144,62599,5,8563543
S027565,2025-12-04,P008,R002,81,76630,5,5896678
S027566,2025-10-04,P010,R002,235,82488,12,17058518
S027567,2025-11-16,P017,R003,142,72784,8,9508502
S027568,2025-12-19,P003,R014,162,61157,5,9412062
S027569,2025-12-18,P020,R004,20,60180,7,1119348
S027570,2025-09-23,P009,R006,19,60592,5,1093686
S027571,2026-05-10,P002,R001,101,109956,5,10550278
S027572,2026-04-02,P017,R004,11,73912,2,796771
S027573,2025-09-12,P007,R003,64,61792,3,3836047
S027574,2026-06-08,P017,R001,65,77273,7,4671153
S027575,2025-09-12,P007,R001,68,58613,5,3786400
S027576,2026-06-20,P003,R001,44,59643,7,2440592
S027577,2026-05-15,P011,R006,25,135843,3,3294193
S027578,2026-06-04,P006,R001,91,88979,2,7935147
S027579,2026-07-10,P004,R004,35,156276,3,5305570
S027580,2025-10-29,P020,R004,82,63678,2,5117164
S027581,2025-10-19,P012,R001,79,88240,5,6622412
S027582,2026-04-09,P015,R011,129,222895,10,25878110
S027583,2026-04-14,P011,R002,101,142284,10,12933616
S027584,2026-08-11,P003,R006,7,58408,0,408856
S027585,2025-11-16,P003,R005,310,61851,10,17256429
S027586,2025-09-04,P017,R001,33,72678,2,2350407
S027587,2025-11-22,P006,R001,30,91101,2,2678369
S027588,2026-07-03,P002,R001,109,113131,7,11468089
S027589,2025-11-25,P011,R010,37,144325,0,5340025
S027590,2026-04-24,P999,R001,111,151044,5,15927590
S027591,2026-01-27,P003,R011,202,57928,12,10297281
S027592,2025-08-28,P011,R001,30,131697,7,3674346
S027593,2026-04-13,P007,R001,73,61151,7,4151541
S027594,2026-01-21,P020,R003,77,60575,5,4431061
S027595,2026-02-11,P002,R001,34,107419,7,3396589
S027596,2026-02-17,P016,R011,273,130530,15,30289486
S027597,2026-02-11,P004,R003,263,152053,12,35191146
S027598,2026-04-25,P002,R001,52,110699,5,5468531
S027599,2026-04-08,P012,R007,110,82443,7,8433919
S027600,2026-08-11,P005,R004,37,49362,5,1735074
S027601,2026-04-15,P006,R014,31,85901,3,2583043
S027602,2026-03-23,P013,R007,42,50595,7,1976241
S027603,2025-11-30,P008,R004,75,77019,5,5487604
S027604,2026-05-17,P003,R009,72,57329,7,3838750
S027605,2025-12-05,P008,R001,129,71571,5,8771026
S027606,2026-07-03,P018,R002,-2,63240,7,6116573
S027607,2026-05-11,P007,R013,282,59206,12,14692561
S027608,2026-05-13,P013,R015,59,54361,5,3046934
S027609,2026-03-21,P005,R003,176,50393,8,8159635
S027610,2025-08-31,P014,R010,3,63276,0,189828
S027611,2025-12-09,P019,R005,247,101788,15,21370391
S027612,2026-06-25,P013,R013,71,50601,7,3341184
S027613,2026-03-03,P006,R001,26,82668,5,2041900
S027614,2026-07-12,P020,R003,131,63875,8,7698215
S027615,2025-12-22,P007,R012,36,57418,3,2005037
S027616,2025-09-08,P005,R002,35,47485,7,1545637
S027617,2026-07-07,P017,R003,243,75776,15,15651533
S027618,2025-09-25,P008,R004,85,77570,2,6461581
S027619,2026-02-17,P013,R001,21,51236,5,1022158
S027620,2026-05-06,P006,R001,21,85383,7,1667530
S027621,2026-02-27,P012,R002,269,83230,8,20597760
S027622,2026-04-21,P018,R010,37,60381,5,2122392
S027623,2025-12-16,P003,R010,32,61148,2,1917601
S027624,2026-02-24,P003,R005,303,61238,8,17070705
S027625,2026-04-07,P020,R007,137,61886,5,8054463
S027626,2026-04-14,P006,R006,29,90301,0,2618729
S027627,2026-08-20,P007,R002,289,60016,15,14742930
S027628,2025-12-30,P018,R006,8,60605,5,460598
S027629,2025-10-22,P011,R013,58,138126,5,7610743
S027630,2026-02-28,P011,R002,198,132007,8,24046395
S027631,2026-01-21,P012,R008,25,82433,3,1999000
S027632,2026-07-26,P007,R014,243,58659,15,12116016
S027633,2026-07-31,P005,R008,38,49570,0,1883660
S027634,2025-12-29,P009,R012,-4,61291,0,1103238
S027635,2026-06-14,P009,R005,269,59705,15,13651548
S027636,2026-06-30,P002,R003,123,107983,5,12617814
S027637,2026-07-14,P018,R005,57,57763,5,3127866
S027638,2026-01-19,P011,R015,99,144988,5,13636121
S027639,2026-07-18,P003,R001,45,58585,3,2557235
S027640,2025-08-30,P013,R004,85,52011,2,4332516
S027641,2026-05-08,P014,R006,12,68604,0,823248
S027642,2026-02-03,P010,R004,70,85281,2,5850277
S027643,2026-03-20,P013,R009,27,55866,7,1402795
S027644,2026-06-06,P005,R013,83,48430,7,3738312
S027645,2026-04-04,P001,R001,44,189439,2,8168610
S027646,2025-10-12,P013,R001,77,55783,2,4209385
S027647,2026-07-13,P015,R002,248,209680,12,45760563
S027648,2026-05-16,P017,R003,43,71263,3,2972380
S027649,2025-10-09,P017,R004,48,73151,2,3441023
S027650,2026-06-02,P016,R001,24,129219,7,2884168
S027651,2026-06-18,P007,R005,232,58742,12,11992767
S027652,2025-09-30,P005,R015,125,49331,10,5549738
S027653,2026-08-12,P016,R003,151,127108,10,17273977
S027654,2025-12-06,P007,R003,82,56878,3,4524076
S027655,2026-07-06,P011,R003,237,139640,10,29785212
S027656,2026-08-20,P007,R011,100,59709,10,5373810
S027657,2025-10-11,P002,R001,93,109880,2,10014463
S027658,2026-01-07,P001,R002,74,180045,5,12657164
S027659,2026-05-01,P009,R002,161,60246,5,"9,214,626"
S027660,2026-06-29,P015,R003,78,226038,5,16749416
S027661,2025-11-02,P010,R002,289,76911,10,20004551
S027662,2025-09-27,P017,R013,223,75609,8,15511942
S027663,2026-04-25,P017,R003,239,73400,10,15788340
S027664,2025-09-29,P005,R006,31,48331,0,1498261
S027665,2026-06-17,P020,R010,23,66724,0,1534652
S027666,2026-08-15,P004,R010,9,155125,0,1396125
S027667,2026-03-06,P003,R006,24,61463,2,1445610
S027668,2026-02-15,P015,R003,167,204758,7,31800965
S027669,2026-03-30,P009,R013,222,60511,12,11821429
S027670,2026-08-03,P002,R011,81,104837,5,8067207
S027671,2025-12-24,P015,R004,92,221612,5,19368889
S027672,2026-05-04,P006,R008,12,85839,5,978565
S027673,2026-07-11,P012,R012,20,84331,0,1686620
S027674,2026-03-01,P004,R013,273,147455,15,"34,216,933"
S027675,2026-07-18,P009,R005,169,59574,5,9564606
S027676,2025-09-01,P007,R005,67,59203,3,3847603
S027677,2026-08-12,P002,R008,46,111474,0,5127804
S027678,2026-03-05,P009,R004,83,62708,2,5100669
S027679,2026-04-26,P008,R005,196,71828,7,13092808
S027680,2026-04-27,P009,R003,58,65138,7,3513544
S027681,2026-05-04,P017,R001,52,73488,7,3553880
S027682,2025-09-02,P017,R002,259,71223,15,15679743
S027683,2026-02-21,P013,R004,31,55123,5,1623372
S027684,2026-08-07,P014,R006,18,69269,0,1246842
S027685,2025-12-01,P002,R006,13,102037,0,1326481
S027686,2025-12-21,P012,R001,90,85070,2,7503174
S027687,2025-12-08,P001,R001,155,180574,5,26589522
S027688,2026-05-15,P006,R001,87,86652,2,7387950
S027689,2026-04-22,P020,R010,36,65865,3,2300006
S027690,2025-09-20,P001,R009,29,193973,3,5456460
S027691,2026-01-21,P009,R009,46,65049,2,2932409
S027692,2025-10-21,P009,R014,110,61193,8,6192732
S027693,2025-10-19,P001,R001,25,197506,3,4789520
S027694,2026-03-30,P005,R013,47,51326,7,2243459
S027695,2026-05-16,P009,R013,245,60129,10,13258444
S027696,2025-12-18,P004,R002,52,150854,7,7295299
S027697,2025-10-30,P016,R002,60,132480,5,7551360
S027698,2026-05-10,P020,R010,30,63473,2,1866106
S027699,2025-12-06,P007,R006,5,61766,0,308830
S027700,2025-11-04,P010,R001,38,77141,5,2784790
S027701,2025-11-21,P010,R007,169,82688,5,13275558
S027702,2025-12-17,P018,R011,116,61145,5,6738179
S027703,2026-07-23,P011,R004,18,136093,7,2278197
S027704,2026-05-31,P012,R005,44,84117,3,3590114
S027705,2026-01-20,P002,R011,135,103575,8,12864015
S027706,2026-07-24,P020,R012,33,65590,3,2099536
S027707,2025-11-13,P018,R014,206,60491,10,11215031
S027708,2026-04-21,P009,R009,103,62785,2,6337518
S027709,2025-09-29,P009,R012,34,63534,3,2095351
S027710,2025-12-27,P005,R003,108,47485,7,4769393
S027711,2026-06-03,P011,R007,157,138983,7,20292908
S027712,2025-09-13,P001,R004,77,199214,3,14879294
S027713,2025-12-07,P003,R005,355,59556,10,19028142
S027714,2025-10-17,P006,R014,117,89182,8,9599550
S027715,2026-07-11,P005,R003,263,50458,12,11678000
S027716,2025-11-04,P017,R004,71,77388,7,5109930
S027717,2025-12-24,P015,R011,217,207483,15,38270239
S027718,2026-07-02,P008,R001,66,77417,5,4854046
S027719,2025-09-28,P019,R008,7,94762,3,643434
S027720,2025-11-08,P020,R011,120,63349,10,6841692
S027721,2026-03-29,P014,R014,311,65452,12,17912903
S027722,2026-03-04,P017,R006,14,75416,0,1055824
S027723,2026-02-19,P018,R006,42,59038,0,2479596
S027724,2026-04-26,P012,R006,45,86501,2,3814694
S027725,2025-11-23,P008,R003,244,76617,10,16825093
S027726,2025-12-16,P003,R009,148,59872,2,8683835
S027727,2026-02-13,P002,R004,24,111770,7,2494706
S027728,2026-08-22,P009,R005,266,64236,8,15719834
S027729,2026-03-08,P005,R003,43,50228,7,2008618
S027730,2026-03-18,P007,R004,32,58490,2,1834246
S027731,2025-08-24,P016,R007,264,133290,8,32373475
S027732,2025-12-25,P017,R015,25,76297,3,1850202
S027733,2026-07-18,P007,R003,306,60846,8,17129366
S027734,2025-08-26,P005,R008,7,48035,2,329520
S027735,2026-05-04,P006,R002,172,85304,10,13205059
S027736,2025-08-30,P020,R001,33,60501,5,1896706
S027737,2026-08-23,P007,R001,22,60481,5,1264053
S027738,2025-11-10,P018,R015,113,58386,5,6267737
S027739,2026-07-15,P009,R012,10,64170,5,609615
S027740,2025-11-18,P009,R008,41,63038,3,2507021
S027741,2026-08-09,P005,R012,28,47234,3,1282875
S027742,2025-11-21,P017,R001,59,76614,3,4384619
S027743,2026-08-18,P012,R001,62,82097,5,4835513
S027744,2026-03-06,P009,R007,138,60018,5,7868360
S027745,2026-03-18,P008,R002,216,75573,15,13875203
S027746,2025-12-06,P013,R011,264,55848,8,13564362
S027747,2025-10-27,P006,R008,17,88921,2,1481424
S027748,2026-04-29,P011,R006,20,138912,2,2722675
S027749,2026-08-19,P017,R008,19,77087,0,1464653
S027750,2026-01-01,P004,,82,145184,5,11309834
S027751,2026-01-08,P011,R014,60,133103,7,7427147
S027752,2025-11-06,P018,R002,211,63573,15,11401818
S027753,2025-12-20,P018,R009,122,58538,2,6998803
S027754,2026-01-29,P008,R003,29,70393,5,1939327
S027755,2026-08-13,P016,R001,69,122493,7,7860376
S027756,2025-09-29,P017,R015,137,75615,7,9634107
S027757,2026-02-11,P004,R001,59,141921,3,8122139
S027758,2025-11-02,P003,R001,42,61336,2,2524590
S027759,2026-04-12,P011,R001,105,132054,2,13588357
S027760,2026-04-19, P009 ,R001,27,64968,5,1666429
S027761,2026-02-11,P014,R004,35,70173,7,2284131
S027762,2026-08-15,P013,R009,31,51586,3,1551191
S027763,2026-02-15,P016,R015,189,128635,10,21880814
S027764,2026-01-10,P011,R001,49,142751,2,6854903
S027765,2026-06-25,P020,R012,14,66708,0,933912
S027766,2025-09-30,P005,R015,80,48355,5,3674980
S027767,2025-09-25,P004,R001,52,153572,2,7826029
S027768,2026-08-01,P012,R001,51,84433,2,4219961
S027769,2026-04-02,P018,R006,26,59679,0,1551654
S027770,2026-02-15,P016,R003,182,129147,7,21859421
S027771,2026-03-11,P013,R015,73,55824,3,3952897
S027772,2026-08-09,P019,R001,31,101777,5,2997333
S027773,2026-02-24,P011,R005,210,136278,15,24325623
S027774,2026-01-17,P016,R003,229,122422,12,24670481
S027775,2026-02-21,P002,R002,273,102745,15,23841977
S027776,2026-07-08,P006,R003,86,89255,7,7138615
S027777,2025-09-27,P011,R002,144,142541,8,18883832
S027778,2026-04-19,P016,R014,82,127117,7,9693942
S027779,2025-12-21,P009,R001,89,65404,5,5529908
S027780,2026-04-11,P008,R010,16,75743,5,1151294
S027781,2026-01-22,P020,R001,98,66829,2,6418257
S027782,2026-02-27,P017,R003,192,72134,10,12464755
S027783,2025-12-06,P014,R009,77,65048,2,4908522
S027784,2026-01-29,P004,R003,174,147303,7,23836571
S027785,2025-12-05,P016,R003,182,131145,8,21958919
S027786,2026-01-29,P002,R009,79,110109,7,8089708
S027787,2026-02-18,P019,R007,187,95622,5,16987248
S027788,2026-05-31,P010,R002,148,81991,8,11163895
S027789,2026-04-18,P017,R012,41,72087,3,2866900
S027790,2025-10-02,P007,R001,77,61456,2,4637470
S027791,2026-05-16,P002,R014,214,110094,10,21204104
S027792,2025-11-29,P013,R002,156,52550,10,7378020
S027793,2025-12-28,P012,R007,213,84973,8,16651309
S027794,2026-06-01,P005,R007,65,46656,5,2881008
S027795,2026-06-07,P015,R015,102,226394,10,20782969
S027796,2026-04-04,P003,R001,46,62029,7,2653601
S027797,2025-12-31,P005,R004,50,49808,2,2440592
S027798,2025-10-02,P008,R015,28,77462,3,2103868
S027799,2026-03-18,P013,R003,88,51510,7,4215578
S027800,2026-08-07,P007,R014,252,61435,8,14243090
S027801,2025-10-24,P006,R007,55,83369,7,4264324
S027802,2026-02-11,P003,R006,3,59983,0,179949
S027803,2026-08-03,P012,R011,148,82580,5,11610748
S027804,2026-07-07,P020,R001,12,65344,5,744922
S027805,2025-11-23,P001,R006,48,183414,3,8539756
S027806,2025-09-07,P012,R014,206,81942,12,14854446
S027807,2026-05-17,P018,R005,229,62398,12,12574445
S027808,2026-03-29,P011,R002,80,131309,3,10189578
S027809,2026-01-02,P018,R002,293,58031,10,15302775
S027810,2026-05-09,P016,R012,43,127533,0,5483919
S027811,2025-12-27,P013,R014,44,55810,5,2332858
S027812,2026-08-06,P016,R007,280,130676,8,33662138
S027813,2026-05-26,P016,R007,163,127473,7,19323632
S027814,2025-11-25,P008,R005,36,71917,5,2459561
S027815,2026-02-25,P015,R010,10,206038,5,1957361
S027816,2026-03-04,P005,R001,39,47630,3,1801843
S027817,2025-12-30,P008,R001,55,75033,7,3837938
S027818,2026-06-04,P015,R001,49,213339,5,9930930
S027819,2025-09-10,P013,R013,230,55029,15,10758170
S027820,2026-06-21,P005,R009,31,48245,3,1450727
S027821,2026-05-13,P005,R001,77,47951,7,3433771
S027822,2025-10-20,P015,R004,19,206499,3,3805777
S027823,2025-12-09,P005,R014,97,51433,5,4739551
S027824,2025-10-02,P011,R005,219,141240,8,28457035
S027825,2026-07-08,P005,R012,27,51792,3,1356432
S027826,2026-03-11,P016,R003,261,127200,12,29215296
S027827,2026-07-30,P020,R002,91,62954,7,5327797
S027828,2026-02-25,P018,R003,58,61881,3,3481425
S027829,2026-03-05,P014,R013,70,66208,5,4402832
S027830,2025-10-29,P017,R008,44,74423,3,3176374
S027831,2026-08-21,P006,R001,66,82784,7,5081282
S027832,2025-09-28,P001,R010,31,195913,0,6073303
S027833,2026-04-17,P012,R004,33,80334,2,2598002
S027834,2026-03-08,P012,R002,67,80822,3,5252622
S027835,2026-03-01,P013,R001,51,55734,7,2643464
S027836,2026-07-03,P009,R009,53,63077,2,3276219
S027837,2026-08-15,P002,R003,66,106420,3,6813008
S027838,2026-05-18,P007,R005,177,61243,7,10081210
S027839,2025-09-24,P017,R004,39,76763,3,2903944
S027840,2025-11-10,P011,R007,304,142292,10,38931091
S027841,2025-12-14,P007,R001,95,56702,5,5117356
S027842,2025-11-28,P013,R006,36,52774,0,1899864
S027843,2026-07-23,P002,R004,86,104188,5,8512160
S027844,2026-04-24,P008,R006,38,73413,2,2733900
S027845,2025-12-05,P020,R010,30,66646,0,1999380
S027846,2026-03-09,P006,R001,69,89116,3,5964534
S027847,2026-08-22,P011,R001,30,142175,5,4051988
S027848,2026-03-22,P019,R007,209,100218,8,19269917
S027849,2025-09-30,P005,R010,44,47300,0,2081200
S027850,2026-07-28,P004,R001,97,153675,7,13863022
S027851,2025-12-25,P012,R006,11,85697,2,923814
S027852,2026-05-17,P008,R013,152,75210,10,10288728
S027853,2026-05-10,P009,R007,142,64840,7,8562770
S027854,2026-04-23,P003,R004,35,59803,5,1988450
S027855,2026-08-08,P017,R002,211,72830,10,13830417
S027856,2026-06-24,P013,R011,42,54899,7,2144355
S027857,2026-08-17,P016,R001,88,121597,7,9951498
S027858,2025-12-24,P009,R004,97,64019,7,5775154
S027859,2025-09-03,P005,R007,67,49046,3,3187500
S027860,2025-10-21,P005,R003,123,47281,7,5408474
S027861,2026-05-21,P003,R007,240,59827,12,12635462
S027862,2025-10-02,P001,R001,22,196948,5,4116213
S027863,2025-10-11,P018,R012,4,63156,0,252624
S027864,2025-09-05,P017,R006,3,76443,0,229329
S027865,2025-09-19,P005,R002,283,50284,10,12807335
S027866,2026-03-17,P001,R010,41,182260,3,7248480
S027867,2026-03-04,P013,R003,330,55652,12,16161341
S027868,2026-05-13,P012,R010,16,82394,5,1252389
S027869,2026-04-04,P007,R009,88,61192,2,5277198
S027870,2025-12-09,P016,R001,59,128927,5,7226358
S027871,2025-12-03,P017,R007,264,70122,12,16290743
S027872,2026-08-05,P017,R002,132,72838,5,9133885
S027873,2026-05-28,P018,R010,37,62588,2,2269441
S027874,2026-02-08,P007,R013,247,61012,10,13562968
S027875,2025-11-10,P018,R015,65,57556,7,3479260
S027876,2026-07-15,P012,R005,70,86610,7,5638311
S027877,2026-07-27,P014,R009,73,69938,2,5003365
S027878,2026-03-30,P005,R005,275,51656,10,12784860
S027879,2026-03-31,P011,R003,219,133579,8,26913497
S027880,2026-06-02,P005,R015,121,47884,5,5504266
S027881,2026-04-05,P016,R002,238,130641,10,27983302
S027882,2026-07-31,P020,R015,105,66801,3,6803682
S027883,2025-09-27,P017,R001,25,75685,2,1854282
S027884,2025-11-08,P007,R013,231,58585,10,12179822
S027885,2025-10-06,P009,R015,77,62133,7,4449344
S027886,2026-05-05,P015,R007,340,224433,10,68676498
S027887,2026-02-04,P009,R006,24,64504,3,1501653
S027888,2026-01-27,P017,R009,54,75935,7,3813456
S027889,2025-12-24,P019,R007,141,100821,5,13504973
S027890,2026-08-03,P018,R009,51,61803,5,2994355
S027891,2026-05-03,P012,R010,3,88332,0,264996
S027892,2026-01-14,P013,R006,29,55761,0,1617069
S027893,2026-05-16,P012,R013,101,80951,8,7521967
S027894,2026-01-06,P008,R011,236,76210,8,16546715
S027895,2026-05-26,P017,R001,55,71954,5,3759596
S027896,2025-09-07,P002,R004,24,105551,5,2406563
S027897,2026-04-14,P003,R012,7,59960,0,419720
S027898,2026-03-05,P012,R014,61,86290,7,4895232
S027899,2025-09-22,P005,R015,74,48705,7,3351878
S027900,2026-08-03,P013,R001,76,55344,7,3911714
S027901,2026-05-25,P009,R001,108,65241,7,6552806
S027902,2026-03-25,P003,R013,257,58903,12,13321502
S027903,2026-04-14,P006,R002,63,87878,5,5259498
S027904,2026-05-05,P019,R006,17,99312,5,1603889
S027905,2026-03-25,P018,R013,36,57311,3,2001300
S027906,2025-09-08,P017,R014,192,75435,10,13035168
S027907,2026-05-16,P018,R005,270,62097,8,15424895
S027908,2026-01-27,P017,R010,15,75397,0,1130955
S027909,2025-10-03,P014,R003,213,69424,8,13604327
S027910,2026-07-28,P007,R007,303,60169,10,16408086
S027911,2026-04-10,P004,R004,48,142081,7,6342496
S027912,2026-04-09,P018,R012,12,60055,0,720660
S027913,2026-04-27,P004,R005,291,148513,15,36734691
S027914,2026-01-28,P005,R002,220,48515,8,9819436
S027915,2026-06-20,P020,R001,27,60357,2,1597046
S027916,2026-06-02,P017,R001,84,73023,7,5704557
S027917,2026-02-28,P019,R004,15,95143,3,1384331
S027918,2025-11-26,P005,R006,4,48709,2,190939
S027919,2026-02-27,P014,R001,118,67551,3,7731887
