sale_id,date,product_id,distribution_id,quantity,unit_price_rial,discount_percent,total_price_rial
18474,2026-01-26,P005,D029,80,480000,8,35328000
18475,2025-11-10,P001,D023,69,1850000,6,119991000
18476,2026-02-13,P003,D019,52,580000,5,28652000
18477,2026-07-07,P006,D024,45,850000,4,36720000
18478,2025-10-01,P004,D004,60,1450000,6,81780000
18479,2025-11-17,P010,D033,13,790000,2,10064600
18480,2026-02-11,P013,D022,27,520000,0,14040000
18481,2025-11-20,P004,D012,22,1450000,0,31900000
18482,2026-06-03,P017,D022,27,720000,0,19440000
18483,2026-01-21,P018,D022,31,590000,2,17924200
18484,2025-09-12,P011,,57,1350000,5,73102500
18485,2026-04-19,P017,D023,9,720000,3,6285600
18486,2026-07-31,P008,D033,56,720000,4,38707200
18487,2025-09-02,P019,D016,19,950000,2,17689000
18488,2026-05-25,P017,D030,41,720000,3,28634400
18489,2025-11-10,P017,D033,10,720000,3,6984000
18490,2026-07-20,P004,D010,65,1450000,3,91422500
18491,2026-07-30,P012,D030,62,820000,3,49314800
18492,2026-07-20,P016,D036,65,1250000,6,76375000
18493,2026-04-13,P013,D004,43,520000,3,21689200
18494,2025-12-03,P005,D013,17,480000,0,8160000
18495,2025-08-24,P013,D022,90,520000,7,43524000
18496,2025-10-08,P007,D013,36,580000,2,20462400
18497,2026-08-20,P012,D003,24,820000,2,19286400
18498,2026-01-25,P012,D024,12,820000,3,9544800
18499,2026-04-04,P020,D007,65,620000,3,39091000
18500,2025-10-18,P007,D028,51,580000,4,28396800
18501,2026-08-06,P018,D005,10,590000,0,5900000
18502,2026-02-13,P010,D027,39,790000,2,30193800
18503,2025-10-07,P018,D032,58,590000,4,32851200
18504,2026-02-12,P003,D021,52,580000,5,28652000
18505,2025-10-25,P009,D017,18,610000,2,10760400
18506,2026-07-26,P005,D013,53,480000,6,23913600
18507,2026-06-04,P012,D018,32,820000,3,25452800
18508,2026-01-08,P009,D002,52,610000,4,30451200
18509,2026-05-05,P018,D013,76,590000,5,42598000
18510,2026-07-29,P009,D003,16,610000,2,9564800
18511,2025-10-02,P003,D031,78,580000,5,42978000
18512,2025-11-25,P013,D005,85,520000,5,41990000
18513,2025-09-24,P012,D004,48,820000,4,37785600
18514,2026-06-28,P020,D016,75,620000,5,44175000
18515,2026-03-17,P005,D026,82,480000,7,36604800
18516,2025-12-21,P018,D010,25,590000,2,14455000
18517,2025-10-12,P015,D010,60,2100000,4,120960000
18518,2026-02-05,P005,D026,60,480000,6,27072000
18519,2026-05-02,P006,D014,85,850000,8,66470000
18520,2026-02-08,P004,D034,45,1450000,6,61335000
18521,2025-12-25,P002,D024,67,1050000,6,66129000
18522,2026-08-20,P005,D024,56,480000,5,25536000
18523,2026-08-06,P003,D022,65,580000,3,36569000
18524,2026-08-09,P018,D003,31,590000,3,17741300
18525,2026-07-25,P017,D002,72,720000,6,48729600
18526,2025-12-17,P010,D003,67,790000,4,50812800
18527,2025-09-04,P005,D023,45,480000,3,20952000
18528,2026-03-08,P016,D020,15,1250000,2,18375000
18529,2025-09-09,P015,D008,59,2100000,6,116466000
18530,2026-07-29,P009,D033,22,610000,3,13017400
18531,2026-08-09,P016,D022,29,1250000,3,35162500
18532,2025-12-24,P020,D018,66,620000,3,39692400
18533,2026-05-26,P016,D024,38,1250000,2,46550000
18534,2025-12-25,P017,D007,6,720000,0,4320000
18535,2026-05-28,P012,D030,22,820000,0,18040000
18536,2026-04-02,P005,D013,33,480000,3,15364800
18537,2025-09-28,P020,D015,31,620000,2,18835600
18538,2026-01-28,P005,D019,19,480000,2,8937600
18539,2025-09-17,P011,D033,73,1350000,3,95593500
18540,2026-03-12,P012,D006,68,820000,5,52972000
18541,2026-05-06,P009,D017,24,610000,0,14640000
18542,2026-03-01,P003,D031,54,580000,3,30380400
18543,2026-07-01,P012,D015,80,820000,6,61664000
18544,2026-02-23,P017,D029,20,720000,3,13968000
18545,2025-11-26,P017,,55,720000,5,37620000
18546,2026-06-24,P006,D035,38,850000,0,32300000
18547,2026-06-03,P008,D033,25,720000,2,17640000
18548,2025-08-31,P012,D033,52,820000,6,40081600
18549,2026-04-06,P005,D009,35,480000,2,16464000
18550,2026-03-12,P020,D024,19,620000,0,11780000
18551,2025-10-06,P014,D008,90,650000,5,55575000
18552,2025-10-30,P004,D032,5,1450000,0,7250000
18553,2026-02-21,P016,D005,55,1250000,3,66687500
18554,2026-02-02,P005,D031,5,480000,2,2352000
18555,2026-08-18,P009,D012,84,610000,8,47140800
18556,2025-08-29,P007,D007,50,580000,5,27550000
18557,2026-07-06,P001,D020,41,1850000,4,72816000
18558,2026-02-11,P010,D004,77,790000,3,59005100
18559,2025-09-15,P011,D025,38,1350000,3,49761000
18560,2026-07-09,P012,D020,59,820000,5,45961000
18561,2026-05-07,P010,D031,66,790000,3,50575800
18562,2025-10-06,P017,D027,38,720000,0,27360000
18563,2026-03-19,P020,D011,36,620000,3,21650400
18564,2026-08-21,P017,D031,22,720000,0,15840000
18565,2026-01-25,P001,D026,34,1850000,3,61013000
18566,2026-04-04,P017,D019,9,720000,2,6350400
18567,2025-12-15,P006,D018,59,850000,5,47642500
18568,2026-03-04,P020,D033,8,620000,3,4811200
18569,2026-03-14,P006,D026,56,850000,6,44744000
18570,2025-09-28,P003,D036,12,580000,3,6751200
18571,2026-01-12,P004,D030,70,1450000,6,95410000
18572,2025-10-25,P002,D027,54,1050000,3,54999000
18573,2026-01-15,P013,D008,47,520000,5,23218000
18574,2025-11-05,P007,D035,26,580000,0,15080000
18575,2026-05-11,P010,D029,23,790000,2,17806600
18576,2026-04-23,P017,D014,40,720000,3,27936000
18577,2026-08-10,P008,D014,14,720000,3,9777600
18578,2025-12-18,P016,D005,55,1250000,4,66000000
18579,2026-01-17,P014,D003,42,650000,3,26481000
18580,2025-10-28,P003,D003,85,580000,7,45849000
18581,2025-11-17,P019,D036,15,950000,2,13965000
18582,2025-08-29,P013,D023,20,520000,0,10400000
18583,2025-09-07,P019,D033,31,950000,3,28566500
18584,2025-10-20,P011,D018,47,1350000,4,60912000
18585,2026-06-02,P001,D021,54,1850000,6,93906000
18586,2025-12-18,P017,D024,74,720000,6,50083200
18587,2025-11-21,P003,D030,21,580000,0,12180000
18588,2025-10-20,P017,D015,48,720000,3,33523200
18589,2025-10-12,P018,D020,44,590000,5,24662000
18590,2026-02-05,P008,D029,46,720000,4,31795200
18591,2025-11-05,P005,D032,51,480000,4,23500800
18592,2026-02-20,P019,D027,64,950000,3,58976000
18593,2025-11-24,P010,D032,55,790000,3,42146500
18594,2026-01-02,P003,D021,27,580000,0,15660000
18595,2026-08-03,P009,D006,53,610000,5,30713500
18596,2026-03-05,P005,D034,44,480000,5,20064000
18597,2025-08-29,P004,D009,68,1450000,3,95642000
18598,2026-06-27,P020,D025,21,620000,0,13020000
18599,2026-05-01,P006,D023,9,850000,0,7650000
18600,2026-06-22,P013,D017,19,520000,0,9880000
18601,2026-07-27,P003,D001,5,580000,0,2900000
18602,2026-01-04,P009,D035,73,610000,4,42748800
18603,2026-05-16,P018,D005,23,590000,0,13570000
18604,2025-10-20,P013,D002,85,520000,6,41548000
18605,2025-11-14,P007,D018,68,580000,5,37468000
18606,2026-02-12,P011,D019,18,1350000,0,24300000
18607,2026-01-28,P007,D021,39,580000,2,22167600
18608,2026-05-09,P008,D007,90,720000,5,61560000
18609,2026-05-09,P002,D016,68,1050000,3,69258000
18610,2026-06-25,P019,D015,73,950000,3,67269500
18611,2026-03-20,P020,D019,15,620000,0,9300000
18612,2025-12-24,P019,D031,61,950000,6,54473000
18613,2026-07-10,P012,D005,17,820000,2,13661200
18614,2026-03-01,P014,D010,33,650000,2,21021000
18615,2026-07-02,P003,D005,36,580000,2,20462400
18616,2026-04-22,P012,D027,57,820000,6,43935600
18617,2026-02-11,P013,D021,45,520000,3,22698000
18618,2025-11-25,P005,D035,77,480000,3,35851200
18619,2025-12-28,P002,D014,68,1050000,5,67830000
18620,2026-05-20,P008,D018,34,720000,3,23745600
18621,2026-07-25,P006,D019,48,850000,6,38352000
18622,2026-01-25,P019,D028,19,950000,0,18050000
18623,2026-05-18,P010,D013,18,790000,0,14220000
18624,2025-09-06,P014,D029,79,650000,5,48782500
18625,2026-05-05,P003,D028,10,580000,0,5800000
18626,2026-04-19,P013,D009,21,520000,0,10920000
18627,2026-02-23,P008,D011,36,720000,0,25920000
18628,2026-03-17,P009,D014,14,610000,2,8369200
18629,2025-11-23,P009,D025,6,610000,2,3586800
18630,2025-09-10,P010,D035,6,790000,0,4740000
18631,2025-10-13,P011,D033,36,1350000,2,47628000
18632,2025-09-13,P006,D020,43,850000,6,34357000
18633,2026-03-12,P005,D019,98,480000,8,43276800
18634,2026-08-04,P006,D027,63,850000,5,50872500
18635,2026-03-25,P011,D028,34,1350000,0,45900000
18636,2026-05-24,P005,D015,74,480000,4,34099200
18637,2026-04-28,P016,D014,63,1250000,6,74025000
18638,2026-04-30,P013,D018,37,520000,0,19240000
18639,2026-05-11,P019,D020,24,950000,2,22344000
18640,2025-12-31,P007,D029,44,580000,5,24244000
18641,2026-02-17,P002,D003,17,1050000,3,17314500
18642,2026-03-29,P003,D017,38,580000,2,21599200
18643,2026-01-08,P002,D004,22,1050000,0,23100000
18644,2026-01-10,P016,D010,17,1250000,0,21250000
18645,2025-10-06,P009,D014,82,610000,7,46518600
18646,2026-03-17,P017,D033,73,720000,6,49406400
18647,2025-11-12,P006,D033,85,850000,8,66470000
18648,2026-05-28,P018,D020,24,590000,0,14160000
18649,2025-09-09,P012,D007,59,820000,5,45961000
18650,2025-12-06,P015,D023,65,2100000,6,128310000
18651,2026-01-04,P018,D017,46,590000,6,25511600
18652,2025-11-24,P006,D021,19,850000,110,16150000
18653,2025-10-26,P003,D031,33,580000,0,19140000
18654,2026-03-23,P013,D034,30,520000,0,15600000
18655,2026-01-05,P017,D008,24,720000,0,17280000
18656,2026-08-10,P017,D029,16,720000,0,11520000
18657,2026-07-26,P003,D020,44,580000,6,23988800
18658,2026-03-02,P020,D004,51,620000,4,30355200
18659,2026-03-05,P012,D024,7,820000,0,5740000
18660,2025-10-28,P019,D019,10,950000,3,9215000
18661,2025-10-15,P009,D025,19,610000,0,11590000
18661,2025-10-15,P009,D025,19,610000,0,11590000
18663,2026-07-19,P011,D024,10,1350000,3,13095000
18664,2026-04-28,P009,D016,25,610000,2,14945000
18665,2025/10/23,P014,D009,24,650000,0,15600000
18666,2026-07-25,P012,D026,62,820000,3,49314800
18667,2026-02-11,P003,D012,10,580000,3,5626000
18668,2026-01-21,P005,D021,46,480000,3,21417600
18669,2026-08-17,P010,D016,65,790000,4,49296000
18670,2026-08-03,P005,D017,49,480000,3,22814400
18671,2026-02-27,P011,D029,56,1350000,6,71064000
18672,2025-12-03,P005,D009,57,480000,3,26539200
18673,2026-03-08,P003,D013,115,580000,8,61364000
18674,2026-02-15,P007,D030,72,580000,3,40507200
18675,2026-05-27,P007,D030,54,580000,4,30067200
18676,2026-03-16,P016,D035,77,1250000,4,92400000
18677,2026-01-12,P017,D005,68,720000,3,47491200
18678,2026-08-04,P003,D023,12,580000,3,6751200
18679,2026-01-05,P006,D014,65,850000,3,53592500
18680,2025-10-19,P005,D028,55,480000,6,24816000
18681,2026-02-08,P010,D030,43,790000,3,32950900
18682,2026-01-22,P015,D010,89,2100000,6,175686000
18683,2026-03-12,P017,D030,34,720000,3,23745600
18684,2026-07-21,P005,D001,73,480000,4,33638400
18685,2025-10-02,P003,D016,8,580000,3,4500800
18686,2026-07-07,P002,D007,35,1050000,0,36750000
18687,2025-10-04,P003,D034,44,580000,5,24244000
18688,2026-07-12,P003,D020,54,580000,4,30067200
18689,2026-02-09,P018,,44,590000,5,24662000
18690,2026-08-16,P013,D001,43,520000,4,21465600
18691,2026-02-02,P017,D024,12,720000,2,8467200
18692,2026-02-06,P018,D028,29,590000,0,17110000
18693,2026-02-01,P020,D027,69,620000,3,41496600
18694,2025-12-13,P008,D023,12,720000,0,8640000
18695,2026-05-25,P003,D023,49,580000,6,26714800
18696,2025-10-06,P011,D022,63,1350000,6,79947000
18697,2026-04-16,P020,D004,28,620000,0,17360000
18698,2025-12-16,P013,D008,47,520000,3,23706800
18699,2025-12-09,P017,D025,17,720000,3,11872800
18700,2026-01-01,P005,D021,66,480000,3,30729600
18701,2026-03-02,P005,D010,90,480000,7,40176000
18702,2026-06-30,P014,D031,38,650000,0,24700000
18703,2026-02-07,P006,D016,28,850000,0,23800000
18704,2025-10-01,P014,D021,82,650000,7,49569000
18705,2026-03-17,P005,D007,77,480000,5,35112000
18706,2026-01-02,P005,D032,39,480000,3,18158400
18707,2026-04-24,P006,D020,23,850000,3,18963500
18708,2025-09-27,P008,D036,29,720000,2,20462400
18709,2026-03-10,P019,D036,61,950000,4,55632000
18710,2026-07-06,P016,D029,61,1250000,6,71675000
18711,2026-06-28,P003,D019,42,580000,3,23629200
18712,2026-04-19,P013,D034,20,520000,0,10400000
18713,2026-04-14,P003,D016,21,580000,2,11936400
18714,2025-12-03,P007,D026,32,580000,0,18560000
18715,2026-07-21, P005 ,D010,45,480000,5,20520000
18716,2026-01-27,P017,D024,27,720000,2,19051200
18717,2026-03-01,P007,D004,58,580000,6,31621600
18718,2026-04-07,P017,D001,36,720000,2,25401600
18719,2026-02-13,P013,D014,29,520000,0,15080000
18720,2026-02-16,P020,D011,42,620000,3,25258800
18721,2026-08-20,P005,D035,10,480000,3,4656000
18722,2026-02-09,P011,D030,26,,0,35100000
18723,2025-10-01,P013,D008,58,520000,4,28953600
18724,2026-02-11,P005,D021,41,480000,3,19089600
18725,2026-04-26,P007,D033,48,580000,4,26726400
18726,2025-09-22,P012,D008,59,820000,4,46444800
18727,2026-02-02,P005,D004,71,480000,4,32716800
18728,2026-06-20,P017,D002,27,720000,0,19440000
18729,2025-11-14,P012,D035,21,820000,2,16875600
18730,2026-07-20,P002,D030,92,1050000,5,91770000
18731,2025-11-13,P010,D021,26,790000,0,20540000
18732,2026-03-02,P016,D003,69,1250000,4,82800000
18733,2025-12-14,P005,D010,20,480000,0,9600000
18734,2026-03-29,P012,D027,5,820000,3,3977000
18735,2026-04-19,P009,D011,43,610000,5,24918500
18736,2026-06-09,P005,D036,75,480000,4,34560000
18737,2026-05-18,P014,D011,34,650000,0,22100000
18738,2025-10-24,P016,D006,11,1250000,2,13475000
18739,2026-02-09,P017,D003,78,720000,5,53352000
18740,2026-03-19,P013,D023,45,520000,3,22698000
18741,2026-03-03,P012,D005,23,820000,0,18860000
18742,2026-02-13,P012,D023,57,820000,6,43935600
18743,2026-07-08,P009,D005,24,610000,0,14640000
18744,2026-06-28,P010,D024,47,790000,4,35644800
18745,2025-11-18,P017,D016,67,720000,5,45828000
18746,2026-06-29,P012,D006,53,820000,6,40852400
18747,2026-07-08,P013,D004,37,520000,0,19240000
18748,2025-12-14,P017,D022,54,720000,5,36936000
18749,2026-02-08,P005,D024,48,480000,3,22348800
18750,2026-08-05,P007,D022,41,580000,6,22353200
18751,2026-02-12,P005,D035,66,480000,4,30412800
18752,2026-05-16,P004,D012,49,1450000,6,66787000
18753,2026-04-16,P011,D029,26,1350000,3,34047000
18754,2026-03-22,P020,D029,17,620000,2,10329200
18755,2025-12-06,P003,D033,54,580000,5,29754000
18756,2025-08-31,P005,D007,27,480000,3,12571200
18757,2026-05-19,P017,D027,61,720000,6,41284800
18758,2026-03-16,P018,D004,18,590000,3,10301400
18759,2026-02-08,P005,D017,49,480000,3,22814400
18760,2026-07-28,P007,D032,52,580000,6,28350400
18761,2026-02-22,P013,D006,45,520000,6,21996000
18762,2025-09-09,P010,D010,52,790000,6,38615200
18763,2025-12-07,P009,D001,36,610000,0,21960000
18764,2026-08-03,P017,D009,40,720000,6,27072000
18765,2026-04-19,P013,D014,57,520000,6,27861600
18766,2026-06-03,P017,D023,56,720000,6,37900800
18767,2026-08-01,P005,D036,64,480000,5,29184000
18768,2026-07-05,P005,D008,89,480000,6,40156800
18769,2026-01-12,P008,D025,55,720000,3,38412000
18770,2026-04-09,P007,D006,5,580000,0,2900000
18771,2026-06-18,P006,D024,36,850000,0,30600000
18772,2025-09-16,P018,D015,31,590000,0,18290000
18773,2026-04-30,P010,D014,69,790000,3,52874700
18774,2026-07-06,P017,D006,42,720000,4,29030400
18775,2025-12-09,P016,D012,35,1250000,3,42437500
18776,2026-07-08,P003,D036,33,580000,0,19140000
18777,2025-10-06,P008,D021,63,720000,4,43545600
18778,2026-07-22,P020,D024,47,620000,3,28265800
18779,2025-09-27,P016,D008,16,1250000,0,20000000
18780,2026-02-05,P006,D004,86,850000,8,67252000
18781,2026-04-13,P003,D033,55,580000,4,30624000
18782,2026-08-12,P005,D013,29,480000,0,13920000
18783,2026-03-10,P012,D023,23,820000,2,18482800
18784,2026-08-12,P003,D025,30,580000,2,17052000
18785,2025-09-14,P008,D002,88,720000,8,58291200
18786,2026-07-08,P020,,66,620000,4,39283200
18787,2026-04-09,P006,D002,45,850000,6,35955000
18788,2026-08-03,P009,D031,82,610000,6,47018800
18789,2026-03-02,P009,D028,47,610000,3,27809900
18790,2026-03-03,P003,D028,39,580000,3,21941400
18791,2026-06-07,P006,D007,58,850000,3,47821000
18792,2026-06-20,P002,D021,33,1050000,0,34650000
18793,2026-07-05,P009,D003,70,610000,5,40565000
18794,2025-09-02,P012,D008,13,820000,0,10660000
18795,2026-05-19,P013,D018,68,520000,4,33945600
18796,2026-08-03,P014,D012,31,650000,3,19545500
18797,2025-11-16,P020,D029,31,620000,0,19220000
18798,2026-04-29,P016,D009,70,1250000,6,82250000
18799,2025-11-13,P009,D024,58,610000,5,33611000
18800,2026-03-01,P018,D028,23,590000,3,13162900
18801,2026-05-23,P006,D028,78,850000,3,64311000
18802,2026-08-03,P017,D011,64,720000,6,43315200
18803,2026-08-15,P013,D036,18,520000,0,9360000
18804,2026-05-17,P013,D021,12,520000,0,6240000
18805,2025-09-15,P008,D033,42,720000,6,28425600
18806,2026-07-31,P019,D036,75,950000,4,68400000
18807,2026-03-10,P002,D030,20,1050000,0,21000000
18808,2025-10-08,P016,D019,46,1250000,5,54625000
18809,2026-06-15,P020,D019,39,620000,0,24180000
18810,2025-11-21,P013,D026,63,520000,4,31449600
18811,2026-05-26,P007,D001,74,580000,6,40344800
18812,2026-07-27,P014,D010,59,650000,5,36432500
18813,2026-03-12,P010,D034,88,790000,6,65348800
18814,2026-05-01,P016,D004,18,1250000,2,22050000
18815,2025-10-21,P012,D030,30,820000,0,24600000
18816,2025-11-15,P011,D019,51,1350000,4,66096000
18817,2025-09-05,P008,D005,25,720000,2,17640000
18818,2025-10-08,P005,D028,6,480000,0,2880000
18819,2026-01-23,P017,D033,56,720000,6,37900800
18820,2026-03-19,P012,D021,75,820000,5,58425000
18821,2026-03-23,P010,D001,56,790000,3,42912800
18822,2026-07-09,P013,D003,61,520000,3,30768400
18823,2026-02-01,P016,D028,7,1250000,0,8750000
18824,2026-07-19,P007,D017,74,580000,5,40774000
18825,2026-01-27,P014,D024,25,650000,0,16250000
18826,2026-02-14,P020,D020,54,620000,4,32140800
18827,2025-09-25,P008,D009,17,720000,0,12240000
18828,2026-04-09,P008,D034,38,720000,0,27360000
18829,2025-12-25,P012,D035,59,820000,3,46928600
18830,2025-11-04,P011,D009,61,1350000,4,79056000
18831,2026-04-25,P003,D006,85,580000,7,45849000
18832,2026-07-29,P018,D033,52,590000,3,29759600
18833,2025-10-24,P018,D029,39,590000,3,22319700
18834,2026-03-04,P009,D009,76,610000,3,44969200
18835,2026-05-25,P005,D016,8,480000,2,3763200
18836,2025-11-01,P007,D018,22,580000,0,12760000
18837,2026-04-02,P005,D011,81,480000,8,35769600
18838,2026-02-26,P007,D003,31,580000,0,17980000
18839,2026-06-19,P020,D019,29,620000,0,17980000
18840,2025-11-23,P012,D006,10,820000,0,8200000
18841,2026-04-23,P013,D009,76,520000,3,38334400
18842,2026-02-12,P009,D012,31,610000,0,18910000
18843,2026-05-29,P019,D034,11,950000,0,10450000
18844,2025-09-14,P007,D018,37,580000,0,21460000
18845,2025-11-24,P010,D024,26,790000,0,20540000
18846,2026-06-01,P007,D027,69,580000,6,37618800
18847,2026-03-23,P018,D010,69,590000,3,39488700
18848,2026-03-28,P006,D008,13,850000,0,11050000
18849,2026-05-19,P012,D016,64,820000,3,50905600
18850,2025-09-22,P014,D015,73,650000,3,46026500
18851,2026-06-18,P007,D005,31,580000,3,17440600
18852,2026-07-04,P016,D036,23,1250000,0,28750000
18853,2026-04-01,P005,D035,17,480000,0,8160000
18854,2026-01-03,P009,D012,80,610000,7,45384000
18855,2025-12-08,P005,D033,77,480000,6,34742400
18856,2025-12-28,P006,D036,30,850000,2,24990000
18857,2026-07-28,P006,D032,26,850000,3,21437000
18858,2025-09-02,P002,D002,71,1050000,4,71568000
18859,2026-04-02,P020,D005,58,620000,3,34881200
18860,2025-11-15,P012,D005,30,820000,3,23862000
18861,2025-12-24,P007,D027,25,580000,0,14500000
18862,2025-11-18,P010,D004,59,790000,5,44279500
18863,2025-10-29,P006,D021,30,850000,3,24735000
18864,2026-07-22,P009,D006,46,610000,5,26657000
18865,2025-11-16,P010,D021,40,790000,5,30020000
18866,2025-12-18,P018,D030,81,590000,7,44444700
18867,2025-11-18,P014,D033,17,650000,0,11050000
18868,2025-11-23,P013,D014,70,520000,3,35308000
18869,2026-06-07,P005,D004,23,480000,2,10819200
18870,2025-09-07,P020,D016,19,620000,0,11780000
18871,2026-03-12,P013,D030,9,520000,0,4680000
18872,2025-11-13,P005,D022,78,480000,100,36316800
18873,2026-01-19,P012,D034,23,820000,0,18860000
18874,2026-05-06,P012,D019,82,820000,7,62533200
18875,2026-01-18,P018,D019,10,590000,0,5900000
18876,2026-07-17,P016,D032,65,,6,76375000
18877,2026-01-05,P017,D014,31,720000,0,22320000
18878,2026-05-28,P013,D021,27,520000,3,13618800
18879,2025-09-26,P013,D031,56,520000,5,27664000
18880,2026-06-07,P016,D031,16,1250000,3,19400000
18881,2025-12-27,P009,D031,21,610000,0,12810000
18882,2026-03-13,P005,D015,57,480000,3,26539200
18883,2025-11-09,P008,D025,34,720000,2,23990400
18884,2026-03-04,P011,D005,33,1350000,3,43213500
18885,2026-05-25,P009,D011,16,610000,2,9564800
18886,2026-02-23,P001,D005,38,1850000,0,70300000
18887,2026-05-08,P012,D018,77,820000,3,61245800
18888,2026-04-20,P018,D011,19,590000,0,11210000
18889,2026-04-24,P020,D021,13,620000,0,8060000
18890,2026-08-13,P008,D011,77,720000,5,52668000
18891,2026-03-04,P009,D029,88,610000,8,49385600
18891,2026-03-04,P009,D029,88,610000,8,49385600
18893,2026-06-20,P011,D017,14,1350000,0,18900000
18894,2025-09-23,P008,D019,66,720000,6,44668800
18895,2026-03-21,P012,D004,13,820000,0,10660000
18896,2025-11-14,P009,D015,66,610000,6,37844400
18897,2026-07-01,P007,D016,89,580000,7,48006600
18898,2026-07-04,P018,D019,73,590000,4,41347200
18899,2025-10-02,P012,D008,24,820000,2,19286400
18900,2026-05-15,P018,D008,28,590000,0,16520000
18901,2025-09-27,P002,D010,35,1050000,2,36015000
18902,2026-06-10,P013,D013,30,520000,0,15600000
18903,2026-06-29,P007,D032,56,580000,6,30531200
18904,2026-01-31,P008,D036,17,720000,0,12240000
18905,2025-10-21,P019,D003,16,950000,0,15200000
18906,2026-06-15,P007,D028,18,580000,0,10440000
18907,2026-01-26,P009,D028,75,610000,4,43920000
18908,2025-12-31,P012,D014,26,820000,3,20680400
18909,2025-12-09,P018,D031,22,590000,0,12980000
18910,2025-10-30,P009,D012,27,610000,2,16140600
18911,2026-02-12,P003,D021,78,580000,4,43430400
18912,2026-06-07,P012,D011,49,820000,5,38171000
18913,2025-12-16,P018,D028,6,590000,2,3469200
18914,2026-04-18,P019,D007,65,950000,3,59897500
18915,2026-07-14,P019,D008,31,950000,0,29450000
18916,2025-11-25,P020,D006,39,620000,3,23454600
18917,2026-08-02,P018,D009,24,590000,3,13735200
18918,2026-03-11,P017,D018,92,720000,6,62265600
18919,2026-08-22,P003,D034,47,580000,5,25897000
18920,2025-10-29,P003,D027,65,580000,4,36192000
18921,2026-08-19,P012,D014,22,820000,3,17498800
18922,2026-01-27,P017,D035,25,720000,0,18000000
18923,2025-08-24,P017,D002,69,720000,4,47692800
18924,2026-04-13,P012,D035,74,820000,4,58252800
18925,2025-11-04,P007,D031,53,580000,6,28895600
18926,2026-01-17,P014,D019,50,650000,3,31525000
18927,2026-03-05,P013,D002,59,520000,4,29452800
18928,2025-10-23,P007,D026,90,580000,7,48546000
18929,2026-01-14,P006,D003,67,850000,3,55241500
18930,2025-10-14,P005,D019,46,480000,5,20976000
18931,2026-06-29,P010,D008,66,790000,5,49533000
18932,2025-12-13,P017,D031,34,720000,0,24480000
18933,2025-12-21,P019,D033,44,950000,5,39710000
18934,2026-03-07,P011,D002,80,1350000,8,99360000
18935,2026-05-13,P001,D002,85,1850000,7,146242500
18936,2026-04-10,P009,D003,13,610000,2,7771400
18937,2026-05-17,P003,D018,49,580000,6,26714800
18938,2025-12-28,P011,D023,35,1350000,3,45832500
18939,2026-02-18,P006,D004,40,850000,5,32300000
18940,2025-10-20,P017,D012,60,720000,4,41472000
18941,2026-07-07,P007,D020,23,580000,3,12939800
18942,2026-01-02,P003,D028,65,580000,3,36569000
18943,2025-11-24,P005,D035,34,480000,3,15830400
18944,2026-06-17,P018,D011,7,590000,2,4047400
18945,2025-09-12,P017,D008,16,720000,2,11289600
18946,2025-10-24,P009,D028,46,610000,4,26937600
18947,2026-04-22,P016,D018,54,1250000,5,64125000
18948,2025-10-26,P007,D008,10,580000,0,5800000
18949,2025-11-13,P010,D018,46,790000,6,34159600
18950,2026-07-08,P011,D016,55,1350000,3,72022500
18951,2025-12-17,P008,D017,64,720000,4,44236800
18952,2025-08-31,P018,D029,80,590000,6,44368000
18953,2025-10-19,P017,D001,52,720000,6,35193600
18954,2025-09-13,P009,D023,28,610000,3,16567600
18955,2026-07-20,P019,D018,24,950000,0,22800000
18956,2025-09-17,P018,D009,25,590000,0,14750000
18957,2026-07-03,P002,D001,68,1050000,5,67830000
18958,2026-05-23,P008,D018,43,720000,6,29102400
18959,2026-07-14,P005,D011,76,480000,3,35385600
18960,2025-09-25,P017,D003,16,720000,0,11520000
18961,2026-07-07,P012,D007,68,820000,4,53529600
18962,2026-07-26,P007,D028,42,580000,4,23385600
18963,2025-10-18,P010,D030,42,790000,6,31189200
18964,2026-08-18,P001,D008,46,1850000,5,80845000
18965,2025-08-24,P017,D007,85,720000,6,57528000
18966,2026-01-19,P009,D027,43,610000,3,25443100
18967,2026-01-21,P003,D029,67,580000,5,36917000
18968,2026-06-11,P020,D021,49,620000,6,28557200
18969,2025-09-29,P008,D005,59,720000,4,40780800
18970,2025-11-11,P013,D025,43,520000,6,21018400
18971,2025-08-28,P007,D019,19,580000,0,11020000
18972,2026-03-31,P003,D036,39,580000,2,22167600
18973,2026-07-19,P008,D019,76,720000,5,51984000
18974,2026-02-09,P005,D007,45,480000,4,20736000
18975,2026-06-07,P017,D024,64,720000,3,44697600
18976,2025-12-03,P019,D014,25,950000,3,23037500
18977,2026-01-03,P018,D011,32,590000,2,18502400
18978,2025-12-15,P006,D011,82,850000,8,64124000
18979,2026-05-31,P017,D002,62,720000,4,42854400
18980,2026-08-04,P008,D023,55,720000,6,37224000
18981,2026-06-18,P016,D021,78,1250000,4,93600000
18982,2026-05-01,P002,D005,5,1050000,0,5250000
18983,2025-08-24,P006,D034,11,850000,2,9163000
18984,2026-06-06,P005,D027,59,480000,4,27187200
18985,2025-10-08,P003,D027,86,580000,6,46887200
18986,2026-03-16,P016,D009,51,1250000,6,59925000
18987,2025-09-10,P017,D019,6,720000,2,4233600
